date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:57:35	9358/9358	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b7e0e-257f%22	https://lmpixels.com/demo/breezycv/dark/1/js/modernizr.custom.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/modernizr.custom.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:36	35662/35662	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2017%20Aug%202021%2019:57:35%20GMT	https://lmpixels.com/cdn-cgi/bm/cv/669835187/api.js	/home/arlus/websites/cv/lmpixels.com/cdn-cgi/bm/cv/669835187/api.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:37	51128/51128	---M--	200	added ('OK')	image/png	etag:%225e909360-c7b8%22	https://lmpixels.com/demo/breezycv/dark/1/img/main_bg.png	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/main_bg.png	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:38	34406/34406	---M--	200	added ('OK')	image/jpeg	etag:%225e7b064c-8666%22	https://lmpixels.com/demo/breezycv/dark/1/img/main_photo.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/main_photo.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:38	23988/23988	---M--	200	added ('OK')	image/jpeg	etag:%225e5ceff0-5db4%22	https://lmpixels.com/demo/breezycv/dark/1/img/testimonials/testimonial-1.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/testimonials/testimonial-1.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:39	14861/14861	---M--	200	added ('OK')	image/jpeg	etag:%225e5ceeee-3a0d%22	https://lmpixels.com/demo/breezycv/dark/1/img/testimonials/testimonial-2.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/testimonials/testimonial-2.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:40	21287/21287	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf048-5327%22	https://lmpixels.com/demo/breezycv/dark/1/img/testimonials/testimonial-3.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/testimonials/testimonial-3.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:41	2783/2783	---M--	200	added ('OK')	image/png	etag:%225e4e56a6-adf%22	https://lmpixels.com/demo/breezycv/dark/1/img/clients/client-1.png	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/clients/client-1.png	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:42	2295/2295	---M--	200	added ('OK')	image/png	etag:%225e4e56b0-8f7%22	https://lmpixels.com/demo/breezycv/dark/1/img/clients/client-2.png	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/clients/client-2.png	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:43	3079/3079	---M--	200	added ('OK')	image/png	etag:%225e4e56b4-c07%22	https://lmpixels.com/demo/breezycv/dark/1/img/clients/client-3.png	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/clients/client-3.png	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:44	2528/2528	---M--	200	added ('OK')	image/png	etag:%225e4e56ba-9e0%22	https://lmpixels.com/demo/breezycv/dark/1/img/clients/client-4.png	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/clients/client-4.png	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:45	2808/2808	---M--	200	added ('OK')	image/png	etag:%225e4e56c6-af8%22	https://lmpixels.com/demo/breezycv/dark/1/img/clients/client-5.png	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/clients/client-5.png	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:46	1500/1500	---M--	200	added ('OK')	image/png	etag:%225e4e56c2-5dc%22	https://lmpixels.com/demo/breezycv/dark/1/img/clients/client-6.png	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/clients/client-6.png	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:47	2125/2125	---M--	200	added ('OK')	image/png	etag:%225e4e56cc-84d%22	https://lmpixels.com/demo/breezycv/dark/1/img/clients/client-7.png	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/clients/client-7.png	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:49	108090/108090	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf104-1a63a%22	https://lmpixels.com/demo/breezycv/dark/1/img/portfolio/1.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/portfolio/1.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:50	59090/59090	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf1e6-e6d2%22	https://lmpixels.com/demo/breezycv/dark/1/img/portfolio/2.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/portfolio/2.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:51	4544/4544	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2012:24:30%20GMT	https://lmpixels.com/demo/breezycv/dark/1/portfolio-1.html	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/portfolio-1.html	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:52	95025/95025	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf288-17331%22	https://lmpixels.com/demo/breezycv/dark/1/img/portfolio/3.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/portfolio/3.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:52	73633/73633	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf43c-11fa1%22	https://lmpixels.com/demo/breezycv/dark/1/img/portfolio/4.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/portfolio/4.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:53	52867/52867	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf498-ce83%22	https://lmpixels.com/demo/breezycv/dark/1/img/portfolio/5.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/portfolio/5.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:55	104926/104926	---M--	200	added ('OK')	image/jpeg	etag:%225e739a18-199de%22	https://lmpixels.com/demo/breezycv/dark/1/img/portfolio/full/5.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/portfolio/full/5.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:55	70616/70616	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf4fa-113d8%22	https://lmpixels.com/demo/breezycv/dark/1/img/portfolio/6.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/portfolio/6.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:57	11576/11576	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Apr%202020%2011:09:18%20GMT	https://lmpixels.com/demo/breezycv/dark/1/blog-post-1.html	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/blog-post-1.html	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:57	44193/44193	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-aca1%22	https://lmpixels.com/demo/breezycv/dark/1/img/blog/blog_post_1.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/blog/blog_post_1.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:58	76262/76262	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-129e6%22	https://lmpixels.com/demo/breezycv/dark/1/img/blog/blog_post_2.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/blog/blog_post_2.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:57:59	96117/96117	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-17775%22	https://lmpixels.com/demo/breezycv/dark/1/img/blog/blog_post_3.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/blog/blog_post_3.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:00	60364/60364	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-ebcc%22	https://lmpixels.com/demo/breezycv/dark/1/img/blog/blog_post_4.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/blog/blog_post_4.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:02	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226114f33c-4d7%22	https://lmpixels.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	/home/arlus/websites/cv/lmpixels.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:03	84322/84322	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258c02818-14962%22	https://lmpixels.com/demo/breezycv/dark/1/js/jquery-2.1.3.min.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/jquery-2.1.3.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:04	13062/13062	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e97184c-55ea%22	https://lmpixels.com/demo/breezycv/dark/1/js/animating.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/animating.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:04	5441/5441	---MCZ	200	added ('OK')	application/javascript	etag:W/%225890d244-1541%22	https://lmpixels.com/demo/breezycv/dark/1/js/imagesloaded.pkgd.min.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/imagesloaded.pkgd.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:06	850/850	---MC-	200	added ('OK')	text/javascript	date:Tue,%2017%20Aug%202021%2019:58:05%20GMT	https://www.google.com/recaptcha/api.js	/home/arlus/websites/cv/www.google.com/recaptcha/api.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:07	24719/24719	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e46d310-608f%22	https://lmpixels.com/demo/breezycv/dark/1/js/perfect-scrollbar.min.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/perfect-scrollbar.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:08	14462/14462	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b884a-387e%22	https://lmpixels.com/demo/breezycv/dark/1/js/jquery.shuffle.min.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/jquery.shuffle.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:09	23601/23601	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b5000-5c31%22	https://lmpixels.com/demo/breezycv/dark/1/js/masonry.pkgd.min.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/masonry.pkgd.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:10	42766/42766	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258b6c1e0-a70e%22	https://lmpixels.com/demo/breezycv/dark/1/js/owl.carousel.min.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/owl.carousel.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:11	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c83aa6-4ef8%22	https://lmpixels.com/demo/breezycv/dark/1/js/jquery.magnific-popup.min.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/jquery.magnific-popup.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:12	9046/9046	---MCZ	200	added ('OK')	application/javascript	etag:W/%225899cb40-2d44%22	https://lmpixels.com/demo/breezycv/dark/1/js/validator.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/validator.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:13	4651/4651	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260964ca5-2b54%22	https://lmpixels.com/demo/breezycv/dark/1/js/main.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/main.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:14	13614/13614	---MCZ	200	added ('OK')	text/javascript	etag:W/%225753bdd2-d310-49fa-bd2b-065a8e512116%22	https://static.cloudflareinsights.com/beacon.min.js	/home/arlus/websites/cv/static.cloudflareinsights.com/beacon.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:15	4544/4544	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2012:28:04%20GMT	https://lmpixels.com/demo/breezycv/dark/1/portfolio-3.html	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/portfolio-3.html	(from https://lmpixels.com/demo/breezycv/dark/1/portfolio-1.html)
02:58:15	4544/4544	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2012:27:54%20GMT	https://lmpixels.com/demo/breezycv/dark/1/portfolio-2.html	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/portfolio-2.html	(from https://lmpixels.com/demo/breezycv/dark/1/portfolio-1.html)
02:58:17	477597/477597	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf120-7499d%22	https://lmpixels.com/demo/breezycv/dark/1/img/portfolio/full/1.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/portfolio/full/1.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/portfolio-1.html)
02:58:18	431406/431406	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf21e-6952e%22	https://lmpixels.com/demo/breezycv/dark/1/img/portfolio/full/2.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/portfolio/full/2.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/portfolio-1.html)
02:58:19	496614/496614	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf2e8-793e6%22	https://lmpixels.com/demo/breezycv/dark/1/img/portfolio/full/3.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/portfolio/full/3.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/portfolio-1.html)
02:58:20	44900/44900	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2017%20Aug%202021%2019:58:19%20GMT	https://lmpixels.com/cdn-cgi/challenge-platform/h/g/scripts/invisible.js	/home/arlus/websites/cv/lmpixels.com/cdn-cgi/challenge-platform/h/g/scripts/invisible.js	(from https://lmpixels.com/demo/breezycv/dark/1/blog-post-1.html)
02:58:21	54556/54556	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20May%202021%2008:30:04%20GMT	https://lmpixels.com/demo/breezycv/dark/1/index.html	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/index-2.html	(from https://lmpixels.com/demo/breezycv/dark/1/blog-post-1.html)
02:58:22	144212/144212	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-23354%22	https://lmpixels.com/demo/breezycv/dark/1/img/blog/blog_post_1_full.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/blog/blog_post_1_full.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/blog-post-1.html)
02:58:23	9955/9955	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256efffa2-26e3%22	https://lmpixels.com/demo/breezycv/dark/1/js/jquery.googlemap.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/jquery.googlemap.js	(from https://lmpixels.com/demo/breezycv/dark/1/blog-post-1.html)
02:58:24	51128/51128	URF---	200	added ('OK%20(cached)')	image/png		https://lmpixels.com/demo/breezycv/dark/1/img/main_bg.png	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/main_bg.png	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:24	9358/9358	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22588b7e0e-257f%22	https://lmpixels.com/demo/breezycv/dark/1/js/modernizr.custom.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/modernizr.custom.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:24	34406/34406	URF---	200	added ('OK%20(cached)')	image/jpeg		https://lmpixels.com/demo/breezycv/dark/1/img/main_photo.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/main_photo.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:25	108090/108090	URF---	200	added ('OK%20(cached)')	image/jpeg		https://lmpixels.com/demo/breezycv/dark/1/img/portfolio/1.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/portfolio/1.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:26	59090/59090	URF---	200	added ('OK%20(cached)')	image/jpeg		https://lmpixels.com/demo/breezycv/dark/1/img/portfolio/2.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/portfolio/2.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:26	95025/95025	URF---	200	added ('OK%20(cached)')	image/jpeg		https://lmpixels.com/demo/breezycv/dark/1/img/portfolio/3.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/portfolio/3.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:27	104926/104926	URF---	200	added ('OK%20(cached)')	image/jpeg		https://lmpixels.com/demo/breezycv/dark/1/img/portfolio/full/5.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/portfolio/full/5.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:27	96117/96117	URF---	200	added ('OK%20(cached)')	image/jpeg		https://lmpixels.com/demo/breezycv/dark/1/img/blog/blog_post_3.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/blog/blog_post_3.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:28	1239/1239	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%226114f33c-4d7%22	https://lmpixels.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	/home/arlus/websites/cv/lmpixels.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:28	155/155	UR-M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2017%20Aug%202021%2019:58:23%20GMT	https://lmpixels.com/cdn-cgi/bm/cv/669835187/api.js	/home/arlus/websites/cv/lmpixels.com/cdn-cgi/bm/cv/669835187/api.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:28	13062/13062	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225e97184c-55ea%22	https://lmpixels.com/demo/breezycv/dark/1/js/animating.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/animating.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:29	420/420	---MC-	302	error ('Found')	text/html	date:Tue,%2017%20Aug%202021%2019:58:28%20GMT	https://lmpixels.com/demo/breezycv/dark/1/css/owl.video.play.png	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/css/owl.video.play.39.delayed	(from https://lmpixels.com/demo/breezycv/dark/1/css/owl.carousel.css)
02:58:29	850/850	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://www.google.com/recaptcha/api.js	/home/arlus/websites/cv/www.google.com/recaptcha/api.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:30	5441/5441	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225890d244-1541%22	https://lmpixels.com/demo/breezycv/dark/1/js/imagesloaded.pkgd.min.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/imagesloaded.pkgd.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:31	84322/84322	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258c02818-14962%22	https://lmpixels.com/demo/breezycv/dark/1/js/jquery-2.1.3.min.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/jquery-2.1.3.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:32	24719/24719	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225e46d310-608f%22	https://lmpixels.com/demo/breezycv/dark/1/js/perfect-scrollbar.min.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/perfect-scrollbar.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:32	14462/14462	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22588b884a-387e%22	https://lmpixels.com/demo/breezycv/dark/1/js/jquery.shuffle.min.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/jquery.shuffle.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:33	23601/23601	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22588b5000-5c31%22	https://lmpixels.com/demo/breezycv/dark/1/js/masonry.pkgd.min.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/masonry.pkgd.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:33	42766/42766	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258b6c1e0-a70e%22	https://lmpixels.com/demo/breezycv/dark/1/js/owl.carousel.min.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/owl.carousel.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:34	7028/7028	---MCZ	200	added ('OK')	text/css	etag:W/%22556070f6-2098%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/linear-icons-font/style.css	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/css/fonts/linear-icons-font/style.css	(from https://lmpixels.com/demo/breezycv/dark/1/css/main.css)
02:58:34	9046/9046	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225899cb40-2d44%22	https://lmpixels.com/demo/breezycv/dark/1/js/validator.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/validator.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:34	20216/20216	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2256c83aa6-4ef8%22	https://lmpixels.com/demo/breezycv/dark/1/js/jquery.magnific-popup.min.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/jquery.magnific-popup.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:34	4651/4651	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2260964ca5-2b54%22	https://lmpixels.com/demo/breezycv/dark/1/js/main.js	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/js/main.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
02:58:36	431406/431406	URF---	200	added ('OK%20(cached)')	image/jpeg		https://lmpixels.com/demo/breezycv/dark/1/img/portfolio/full/2.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/portfolio/full/2.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/portfolio-1.html)
02:58:36	477597/477597	URF---	200	added ('OK%20(cached)')	image/jpeg		https://lmpixels.com/demo/breezycv/dark/1/img/portfolio/full/1.jpg	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/img/portfolio/full/1.jpg	(from https://lmpixels.com/demo/breezycv/dark/1/portfolio-1.html)
02:58:37	57333/57333	---MCZ	200	added ('OK')	text/css	etag:W/%225e39dcac-dff5%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	/home/arlus/websites/cv/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	(from https://lmpixels.com/demo/breezycv/dark/1/css/main.css)
02:58:37	13614/13614	UR-MCZ	200	added ('OK')	text/javascript	etag:W/%225753bdd2-d310-49fa-bd2b-065a8e512116%22	https://static.cloudflareinsights.com/beacon.min.js	/home/arlus/websites/cv/static.cloudflareinsights.com/beacon.min.js	(from https://lmpixels.com/demo/breezycv/dark/1/)
